dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,rider_type,riders
9/12/2022,4,1,12,17,0,0,0,3,0.36,0.3485,0.93,0.1343,casual,20
31/5/2022,2,1,5,11,0,4,1,1,0.72,0.6515,0.37,0.2836,casual,65
6/3/2021,1,0,3,19,0,0,0,3,0.3,0.2576,1,0.4925,registered,11
23/3/2022,2,1,3,10,0,5,1,2,0.56,0.5303,0.88,0.1045,casual,125
28/4/2021,2,0,4,11,0,4,1,2,0.62,0.5758,0.83,0.2836,casual,10
9/9/2021,3,0,9,3,0,5,1,2,0.62,0.5455,0.94,0.2537,registered,1
13/2/2021,1,0,2,22,0,0,0,1,0.4,0.4091,0.35,0.2985,casual,5
26/6/2022,3,1,6,6,0,2,1,1,0.52,0.5,0.52,0.2985,casual,12
7/12/2022,4,1,12,6,0,5,1,2,0.28,0.2727,0.75,0.1642,registered,84
26/5/2022,2,1,5,17,0,6,0,2,0.78,0.7121,0.52,0.2537,registered,227
3/10/2022,4,1,10,4,0,3,1,2,0.6,0.5,1,0,casual,2
14/12/2022,4,1,12,10,0,5,1,1,0.26,0.2576,0.81,0.194,casual,28
7/6/2021,2,0,6,3,0,2,1,1,0.6,0.5909,0.73,0.0896,registered,1
22/3/2022,2,1,3,19,0,4,1,1,0.66,0.6212,0.61,0,casual,117
22/5/2022,2,1,5,2,0,2,1,2,0.58,0.5455,0.83,0.1045,registered,10
1/2/2021,1,0,2,9,0,2,1,2,0.16,0.2273,0.93,0,casual,2
29/3/2022,2,1,3,22,0,4,1,1,0.42,0.4242,0.44,0.2836,casual,17
19/6/2022,2,1,6,2,0,2,1,2,0.6,0.5758,0.78,0.1343,registered,14
24/4/2022,2,1,4,21,0,2,1,2,0.46,0.4545,0.28,0.1642,casual,13
19/12/2022,4,1,12,19,0,3,1,1,0.38,0.3939,0.5,0.3881,registered,329
9/3/2021,1,0,3,14,0,3,1,2,0.34,0.303,0.76,0.2985,casual,10
27/2/2022,1,1,2,9,0,1,1,1,0.26,0.2576,0.6,0.194,registered,219
14/2/2021,1,0,2,20,0,1,1,1,0.36,0.3182,0.46,0.4627,casual,5
9/12/2021,4,0,12,18,0,5,1,1,0.34,0.3636,0.61,0,registered,308
31/5/2022,2,1,5,9,0,4,1,1,0.66,0.6212,0.47,0.2537,casual,47
18/11/2021,4,0,11,3,0,5,1,1,0.24,0.2121,0.41,0.2836,registered,2
21/7/2022,3,1,7,20,0,6,0,3,0.6,0.5455,0.88,0.1642,registered,163
9/6/2022,2,1,6,15,0,6,0,1,0.84,0.7121,0.2,0.2985,casual,218
8/9/2022,3,1,9,6,0,6,0,2,0.66,0.5909,0.89,0.2836,casual,8
6/8/2021,3,0,8,16,0,6,0,3,0.74,0.7121,0.79,0.1642,registered,188
6/2/2021,1,0,2,11,0,0,0,1,0.32,0.303,0.49,0.2537,registered,89
16/1/2022,1,1,1,19,1,1,0,1,0.26,0.2424,0.56,0.2836,registered,134
15/12/2021,4,0,12,2,0,4,1,2,0.32,0.3333,0.7,0.1343,registered,5
21/4/2021,2,0,4,1,0,4,1,1,0.52,0.5,0.45,0.2239,registered,20
4/5/2022,2,1,5,6,0,5,1,1,0.54,0.5152,0.94,0.1045,casual,8
14/1/2021,1,0,1,3,0,5,1,1,0.1,0.1364,0.54,0.1045,casual,0
11/3/2022,1,1,3,0,0,0,0,1,0.26,0.2879,0.44,0.0896,registered,62
9/7/2021,3,0,7,9,0,6,0,1,0.74,0.6818,0.58,0.2836,registered,170
16/11/2021,4,0,11,13,0,3,1,3,0.46,0.4545,0.94,0.1343,registered,52
8/1/2021,1,0,1,10,0,6,0,2,0.18,0.197,0.8,0.1642,casual,5
22/3/2021,2,0,3,11,0,2,1,1,0.44,0.4394,0.51,0.3284,registered,64
28/7/2022,3,1,7,5,0,6,0,1,0.68,0.6364,0.79,0.1642,casual,4
7/4/2022,2,1,4,14,0,6,0,1,0.5,0.4848,0.22,0.2985,registered,252
22/1/2021,1,0,1,18,0,6,0,1,0.08,0.0909,0.35,0.194,registered,54
25/4/2022,2,1,4,0,0,3,1,1,0.44,0.4394,0.38,0,casual,13
25/8/2021,3,0,8,6,0,4,1,1,0.66,0.6061,0.83,0.3284,registered,101
1/4/2021,2,0,4,13,0,5,1,1,0.36,0.3333,0.5,0.3582,casual,18
4/5/2021,2,0,5,22,0,3,1,1,0.38,0.3939,0.62,0.2239,registered,80
2/5/2022,2,1,5,5,0,3,1,1,0.54,0.5152,0.9,0.1343,casual,2
21/8/2022,3,1,8,6,0,2,1,1,0.56,0.5303,0.83,0.1045,registered,164
15/6/2021,2,0,6,8,0,3,1,1,0.58,0.5455,0.53,0.1343,registered,445
17/7/2022,3,1,7,18,0,2,1,1,0.9,0.803,0.33,0.194,registered,712
13/12/2022,4,1,12,0,0,4,1,2,0.28,0.2727,0.52,0.2239,registered,31
26/11/2022,4,1,11,8,0,1,1,1,0.24,0.2879,0.65,0,registered,629
6/2/2022,1,1,2,10,0,1,1,1,0.22,0.2424,0.75,0.1045,casual,20
19/12/2021,4,0,12,18,0,1,1,1,0.36,0.3485,0.5,0.194,casual,11
4/4/2021,2,0,4,8,0,1,1,2,0.46,0.4545,0.55,0.2985,registered,308
14/1/2021,1,0,1,19,0,5,1,1,0.16,0.197,0.59,0.0896,casual,3
9/8/2022,3,1,8,14,0,4,1,1,0.88,0.7727,0.32,0.2239,casual,86
30/1/2022,1,1,1,1,0,1,1,1,0.26,0.2273,0.6,0.3582,casual,0
4/8/2022,3,1,8,17,0,6,0,1,0.88,0.7879,0.37,0.2985,casual,179
1/5/2022,2,1,5,18,0,2,1,1,0.7,0.6515,0.54,0.1343,casual,81
22/12/2021,1,0,12,7,0,4,1,1,0.34,0.3636,0.93,0,casual,4
16/2/2022,1,1,2,6,0,4,1,2,0.3,0.3182,0.7,0.0896,registered,83
12/6/2021,2,0,6,18,0,0,0,1,0.7,0.6667,0.74,0.1642,casual,69
23/10/2021,4,0,10,12,0,0,0,1,0.5,0.4848,0.59,0.2537,registered,249
21/2/2022,1,1,2,11,0,2,1,2,0.26,0.2424,0.7,0.2836,registered,81
27/4/2021,2,0,4,8,0,3,1,2,0.58,0.5455,0.88,0.3284,registered,413
6/1/2021,1,0,1,23,0,4,1,2,0.2,0.197,0.59,0.194,casual,4
7/3/2022,1,1,3,4,0,3,1,1,0.28,0.2576,0.61,0.3284,casual,0
2/10/2022,4,1,10,17,0,2,1,3,0.62,0.5606,0.88,0.1045,registered,677
11/8/2021,3,0,8,5,0,4,1,1,0.64,0.6212,0.61,0.194,casual,2
19/9/2021,3,0,9,16,0,1,1,2,0.6,0.6061,0.6,0.1642,casual,55
28/4/2021,2,0,4,7,0,4,1,2,0.64,0.5909,0.78,0.4478,casual,14
13/11/2021,4,0,11,12,0,0,0,2,0.52,0.5,0.29,0.4179,casual,112
27/8/2022,3,1,8,7,0,1,1,1,0.66,0.6061,0.83,0,registered,418
16/7/2021,3,0,7,18,0,6,0,1,0.76,0.6818,0.45,0.2836,registered,243
22/12/2021,1,0,12,14,0,4,1,2,0.46,0.4545,0.63,0,registered,136
16/6/2021,2,0,6,11,0,4,1,2,0.68,0.6364,0.61,0.2985,casual,33
11/3/2022,1,1,3,16,0,0,0,1,0.5,0.4848,0.31,0.3582,registered,301
24/10/2021,4,0,10,22,0,1,1,1,0.48,0.4697,0.75,0.1642,casual,3
12/9/2022,3,1,9,12,0,3,1,1,0.68,0.6364,0.36,0.1343,casual,88
8/10/2021,4,0,10,3,0,6,0,1,0.44,0.4394,0.88,0,registered,16
27/9/2021,4,0,9,6,0,2,1,2,0.62,0.5455,0.94,0.1045,casual,8
18/10/2022,4,1,10,23,0,4,1,2,0.54,0.5152,0.83,0,casual,6
28/2/2021,1,0,2,3,0,1,1,3,0.32,0.3182,0.93,0.1642,registered,1
4/10/2022,4,1,10,3,0,4,1,2,0.62,0.5606,0.88,0,registered,6
16/9/2022,3,1,9,8,0,0,0,1,0.54,0.5152,0.64,0.1642,casual,34
10/6/2022,2,1,6,7,0,0,0,1,0.6,0.5758,0.78,0.1045,registered,41
6/3/2021,1,0,3,8,0,0,0,2,0.4,0.4091,1,0.2985,registered,8
6/5/2022,2,1,5,3,0,0,0,2,0.54,0.5152,0.83,0.194,registered,19
21/4/2021,2,0,4,22,0,4,1,1,0.42,0.4242,0.38,0.0896,registered,106
5/2/2022,1,1,2,17,0,0,0,1,0.32,0.3182,0.53,0.1642,casual,31
6/7/2021,3,0,7,10,0,3,1,3,0.7,0.6667,0.79,0.0896,registered,30
27/10/2022,4,1,10,4,0,6,0,2,0.5,0.4848,0.88,0.1642,casual,1
13/11/2022,4,1,11,11,0,2,1,1,0.32,0.303,0.7,0.2537,casual,22
29/11/2021,4,0,11,17,0,2,1,2,0.4,0.4091,0.87,0.2985,casual,8
7/2/2021,1,0,2,20,0,1,1,2,0.32,0.3333,0.7,0.1045,registered,82
6/2/2022,1,1,2,21,0,1,1,1,0.32,0.3182,0.57,0.1642,casual,11
19/3/2021,1,0,3,12,0,6,0,1,0.46,0.4545,0.33,0.4179,casual,126
16/5/2021,2,0,5,23,0,1,1,1,0.56,0.5303,0.88,0.0896,casual,18
29/6/2021,3,0,6,11,0,3,1,1,0.76,0.6667,0.35,0.2239,casual,53
19/10/2022,4,1,10,2,0,5,1,2,0.54,0.5152,0.88,0,casual,1
12/1/2021,1,0,1,13,0,3,1,1,0.22,0.197,0.44,0.3582,registered,49
3/12/2022,4,1,12,19,0,1,1,1,0.5,0.4848,0.68,0.0896,casual,27
31/12/2021,1,0,12,22,0,6,0,1,0.38,0.3939,0.62,0.1343,casual,2
25/9/2021,4,0,9,0,0,0,0,2,0.6,0.5455,0.88,0,registered,136
25/11/2022,4,1,11,21,0,0,0,1,0.26,0.303,0.48,0,registered,60
19/11/2022,4,1,11,7,0,1,1,2,0.36,0.3333,0.66,0.2985,casual,5
22/5/2022,2,1,5,3,0,2,1,2,0.58,0.5455,0.83,0.1045,registered,5
24/10/2021,4,0,10,14,0,1,1,2,0.54,0.5152,0.64,0.194,registered,143
5/3/2022,1,1,3,16,0,1,1,1,0.3,0.2727,0.45,0.2985,registered,180
11/4/2021,2,0,4,0,0,1,1,1,0.48,0.4697,0.88,0.3284,casual,7
26/12/2021,1,0,12,4,1,1,0,1,0.34,0.303,0.46,0.2985,casual,0
19/6/2022,2,1,6,5,0,2,1,2,0.6,0.5758,0.78,0.194,registered,34
25/2/2022,1,1,2,0,0,6,0,1,0.36,0.3333,0.43,0.3881,registered,56
30/12/2021,1,0,12,21,0,5,1,2,0.36,0.3636,0.66,0.1045,casual,11
16/12/2022,4,1,12,15,0,0,0,2,0.38,0.3939,0.82,0.1045,registered,292
9/5/2022,2,1,5,0,0,3,1,2,0.58,0.5455,0.83,0.194,registered,27
26/6/2021,3,0,6,16,0,0,0,1,0.74,0.6667,0.42,0.194,casual,177
17/3/2022,1,1,3,1,0,6,0,2,0.44,0.4394,0.94,0,casual,12
3/2/2021,1,0,2,8,0,4,1,1,0.14,0.1212,0.5,0.3582,registered,184
8/4/2022,2,1,4,10,0,0,0,1,0.5,0.4848,0.25,0.2239,registered,186
18/11/2022,4,1,11,2,0,0,0,1,0.28,0.2879,0.81,0.1045,casual,8
26/8/2021,3,0,8,14,0,5,1,1,0.8,0.7727,0.59,0,casual,55
16/9/2022,3,1,9,1,0,0,0,1,0.54,0.5152,0.64,0,registered,82
24/7/2022,3,1,7,10,0,2,1,1,0.82,0.7879,0.56,0.2985,casual,62
8/6/2022,2,1,6,15,0,5,1,1,0.76,0.6667,0.29,0.2836,registered,299
29/12/2021,1,0,12,9,0,4,1,2,0.2,0.2121,0.64,0.1343,registered,155
7/8/2022,3,1,8,2,0,2,1,1,0.7,0.6667,0.84,0.1343,casual,6
5/7/2021,3,0,7,8,0,2,1,1,0.72,0.6818,0.62,0.1343,casual,41
1/6/2021,2,0,6,6,0,3,1,2,0.68,0.6364,0.89,0.0896,registered,121
18/12/2022,4,1,12,12,0,2,1,3,0.48,0.4697,0.48,0.2537,casual,49
3/7/2022,3,1,7,5,0,2,1,1,0.7,0.6515,0.61,0,registered,33
4/7/2021,3,0,7,19,1,1,0,2,0.78,0.7121,0.49,0.1642,casual,170
2/12/2022,4,1,12,15,0,0,0,1,0.44,0.4394,0.67,0.1343,registered,311
1/7/2021,3,0,7,9,0,5,1,1,0.74,0.6515,0.35,0.1642,registered,202
30/7/2021,3,0,7,16,0,6,0,1,0.9,0.7879,0.27,0.2239,registered,176
3/7/2022,3,1,7,3,0,2,1,1,0.7,0.6515,0.65,0.1343,casual,0
10/10/2022,4,1,10,18,0,3,1,2,0.56,0.5303,0.49,0.1642,casual,57
11/12/2021,4,0,12,5,0,0,0,1,0.18,0.2121,0.59,0.1045,casual,0
21/12/2021,1,0,12,19,0,3,1,2,0.5,0.4848,0.94,0.3284,casual,9
17/2/2021,1,0,2,22,0,4,1,1,0.5,0.4848,0.59,0.2836,casual,8
11/9/2022,3,1,9,22,0,2,1,1,0.56,0.5303,0.64,0.1045,casual,27
23/9/2022,4,1,9,14,0,0,0,1,0.6,0.6212,0.38,0.194,registered,400
17/8/2022,3,1,8,19,0,5,1,2,0.74,0.2424,0.55,0.3881,casual,88
15/10/2022,4,1,10,23,0,1,1,1,0.46,0.4545,0.63,0.2239,registered,72
27/7/2022,3,1,7,20,0,5,1,1,0.78,0.7424,0.59,0.1045,casual,85
2/9/2021,3,0,9,8,0,5,1,1,0.62,0.5909,0.78,0.194,casual,22
1/7/2022,3,1,7,10,0,0,0,1,0.86,0.7879,0.44,0.2985,casual,98
28/10/2021,4,0,10,10,0,5,1,1,0.34,0.3182,0.57,0.2239,casual,28
21/11/2021,4,0,11,12,0,1,1,2,0.5,0.4848,0.77,0.1343,casual,24
13/8/2022,3,1,8,23,0,1,1,1,0.7,0.6515,0.7,0.2239,registered,100
10/10/2021,4,0,10,8,1,1,0,1,0.52,0.5,0.83,0,registered,227
22/6/2021,3,0,6,6,0,3,1,1,0.66,0.6061,0.83,0,registered,110
2/7/2022,3,1,7,10,0,1,1,1,0.8,0.7273,0.43,0.2537,casual,70
6/11/2022,4,1,11,3,0,2,1,1,0.22,0.2424,0.64,0.1045,registered,4
31/10/2022,4,1,10,20,0,3,1,2,0.4,0.4091,0.5,0.194,registered,259
19/9/2021,3,0,9,2,0,1,1,2,0.52,0.5,0.72,0.1343,casual,6
23/1/2022,1,1,1,22,0,1,1,2,0.26,0.2424,1,0.2836,casual,4
27/5/2022,2,1,5,20,0,0,0,1,0.74,0.6818,0.55,0.1642,registered,224
12/10/2021,4,0,10,16,0,3,1,2,0.56,0.5303,0.88,0.2239,casual,5
17/10/2021,4,0,10,11,0,1,1,1,0.56,0.5303,0.43,0,casual,35
18/2/2022,1,1,2,12,0,6,0,1,0.36,0.3485,0.43,0.194,registered,241
11/7/2022,3,1,7,22,0,3,1,1,0.72,0.6667,0.58,0.2537,registered,203
8/1/2022,1,1,1,1,0,0,0,1,0.34,0.3333,0.42,0.194,registered,62
10/7/2021,3,0,7,1,0,0,0,1,0.7,0.6515,0.61,0.1343,registered,94
26/11/2022,4,1,11,2,0,1,1,1,0.2,0.2576,0.69,0,casual,0
9/8/2022,3,1,8,1,0,4,1,1,0.7,0.6667,0.79,0.1343,casual,5
4/6/2022,2,1,6,13,0,1,1,1,0.64,0.6212,0.41,0.3582,registered,189
3/6/2022,2,1,6,21,0,0,0,1,0.62,0.6212,0.43,0.1642,registered,180
15/3/2022,1,1,3,23,0,4,1,1,0.48,0.4697,0.72,0.194,registered,85
11/9/2022,3,1,9,6,0,2,1,1,0.46,0.4545,0.77,0.1045,registered,200
23/11/2021,4,0,11,11,0,3,1,2,0.5,0.4848,0.72,0.4179,casual,9
19/6/2022,2,1,6,4,0,2,1,2,0.6,0.5758,0.78,0.1343,casual,1
23/11/2021,4,0,11,13,0,3,1,2,0.44,0.4394,0.54,0.4925,registered,162
16/9/2021,3,0,9,20,0,5,1,2,0.5,0.4848,0.55,0,casual,41
27/4/2022,2,1,4,5,0,5,1,1,0.42,0.4242,0.44,0.3582,registered,19
14/2/2022,1,1,2,20,0,2,1,2,0.38,0.3939,0.46,0.1343,registered,178
29/11/2022,4,1,11,4,0,4,1,1,0.2,0.2273,0.75,0.0896,registered,7
14/12/2022,4,1,12,19,0,5,1,1,0.34,0.3485,0.53,0.0896,casual,17
23/2/2021,1,0,2,7,0,3,1,1,0.12,0.1515,0.54,0.1343,registered,94
18/3/2021,1,0,3,13,0,5,1,1,0.64,0.6212,0.41,0.2836,registered,118
26/8/2022,3,1,8,20,0,0,0,1,0.64,0.5758,0.89,0.1642,registered,171
5/5/2021,2,0,5,15,0,4,1,1,0.56,0.5303,0.26,0.4925,casual,27
27/7/2022,3,1,7,2,0,5,1,1,0.7,0.6667,0.79,0.1343,casual,8
23/7/2022,3,1,7,8,0,1,1,1,0.72,0.697,0.79,0.1045,casual,47
7/11/2022,4,1,11,4,0,3,1,2,0.28,0.2576,0.52,0.2985,casual,0
11/4/2022,2,1,4,1,0,3,1,1,0.34,0.3182,0.39,0.2836,registered,9
4/2/2022,1,1,2,8,0,6,0,1,0.24,0.2879,0.87,0,registered,86
23/3/2021,2,0,3,5,0,3,1,3,0.32,0.3182,0.87,0.194,casual,0
5/12/2022,4,1,12,2,0,3,1,1,0.46,0.4545,0.67,0.1642,registered,7
13/11/2022,4,1,11,23,0,2,1,1,0.26,0.2273,0.56,0.2985,casual,6
11/4/2021,2,0,4,17,0,1,1,1,0.74,0.6667,0.48,0.5224,casual,100
7/4/2022,2,1,4,11,0,6,0,1,0.44,0.4394,0.24,0.2985,casual,251
15/11/2021,4,0,11,20,0,2,1,2,0.48,0.4697,0.82,0.1343,registered,212
5/3/2022,1,1,3,3,0,1,1,1,0.22,0.2273,0.51,0.1642,registered,1
16/5/2021,2,0,5,18,0,1,1,3,0.58,0.5455,0.83,0.194,casual,55
16/7/2022,3,1,7,18,0,1,1,1,0.84,0.803,0.53,0,registered,697
13/12/2021,4,0,12,20,0,2,1,1,0.32,0.3182,0.49,0.1642,casual,7
24/5/2022,2,1,5,20,0,4,1,2,0.66,0.6212,0.69,0.2836,casual,55
27/10/2022,4,1,10,11,0,6,0,1,0.56,0.5303,0.64,0.2836,casual,197
10/8/2022,3,1,8,10,0,5,1,1,0.66,0.5909,0.89,0.1045,registered,166
10/10/2022,4,1,10,7,0,3,1,1,0.46,0.4545,0.82,0.1045,casual,9
22/7/2022,3,1,7,17,0,0,0,1,0.74,0.697,0.66,0.2239,casual,188
28/10/2021,4,0,10,18,0,5,1,2,0.36,0.3485,0.53,0.1642,registered,332
25/7/2021,3,0,7,20,0,1,1,1,0.72,0.697,0.74,0.1343,casual,55
27/9/2022,4,1,9,1,0,4,1,1,0.6,0.5758,0.78,0.0896,registered,16
15/1/2021,1,0,1,8,0,6,0,1,0.14,0.1515,0.63,0.1343,registered,22
6/6/2022,2,1,6,5,0,3,1,1,0.48,0.4697,0.77,0,casual,1
15/6/2022,2,1,6,11,0,5,1,1,0.66,0.6212,0.5,0.194,registered,180
11/4/2022,2,1,4,18,0,3,1,3,0.4,0.4091,0.43,0.4179,casual,39
16/7/2022,3,1,7,6,0,1,1,1,0.68,0.6364,0.79,0.1343,registered,132
28/1/2021,1,0,1,1,0,5,1,2,0.2,0.2121,0.75,0.1343,casual,1
29/12/2022,1,1,12,6,0,6,0,2,0.26,0.2424,0.7,0.1045,registered,7
15/5/2021,2,0,5,14,0,0,0,1,0.64,0.6061,0.73,0.194,registered,254
5/8/2021,3,0,8,7,0,5,1,1,0.66,0.6061,0.78,0.1343,casual,23
18/1/2022,1,1,1,0,0,3,1,2,0.46,0.4545,0.77,0.3284,registered,14
5/1/2021,1,0,1,7,0,3,1,1,0.18,0.1818,0.43,0.194,casual,1
14/12/2021,4,0,12,10,0,3,1,2,0.32,0.3485,0.57,0,casual,9
7/9/2021,3,0,9,22,0,3,1,3,0.62,0.5455,0.94,0.1642,casual,3
2/2/2021,1,0,2,16,0,3,1,1,0.36,0.3333,0.71,0.2985,casual,8
2/4/2022,2,1,4,16,0,1,1,1,0.5,0.4848,0.34,0.3284,casual,104
7/7/2022,3,1,7,12,0,6,0,1,0.96,0.8636,0.31,0.3582,registered,218
12/10/2021,4,0,10,5,0,3,1,2,0.54,0.5152,0.88,0.3284,casual,0
26/11/2021,4,0,11,18,0,6,0,2,0.42,0.4242,0.62,0.1642,registered,118
28/5/2022,2,1,5,20,1,1,0,1,0.78,0.7424,0.62,0.2985,casual,114
5/2/2021,1,0,2,5,0,6,0,3,0.2,0.2273,1,0.0896,registered,9
30/10/2021,4,0,10,21,0,0,0,1,0.32,0.3485,0.66,0,casual,4
23/7/2022,3,1,7,0,0,1,1,1,0.66,0.5909,0.89,0.0896,casual,11
20/12/2022,4,1,12,13,0,4,1,2,0.36,0.3485,0.57,0.194,casual,46
6/4/2021,2,0,4,7,0,3,1,1,0.26,0.2727,0.65,0.1045,registered,130
20/3/2022,1,1,3,11,0,2,1,1,0.58,0.5455,0.83,0.1343,casual,74
20/9/2021,3,0,9,22,0,2,1,1,0.56,0.5303,0.94,0,casual,23
13/1/2022,1,1,1,5,0,5,1,2,0.3,0.2424,0.7,0.5522,registered,21
9/12/2021,4,0,12,22,0,5,1,1,0.28,0.3182,0.87,0,casual,15
2/5/2021,2,0,5,6,0,1,1,1,0.44,0.4394,0.88,0.1045,registered,59
6/12/2021,4,0,12,16,0,2,1,3,0.46,0.4545,1,0.2537,casual,4
6/6/2021,2,0,6,23,0,1,1,1,0.64,0.6061,0.69,0.0896,casual,5
6/11/2022,4,1,11,1,0,2,1,1,0.24,0.2424,0.6,0.1642,casual,0
25/3/2021,2,0,3,13,0,5,1,1,0.32,0.3182,0.39,0.194,registered,104
22/4/2021,2,0,4,19,0,5,1,3,0.32,0.303,0.93,0.2239,casual,7
20/12/2022,4,1,12,10,0,4,1,2,0.32,0.3333,0.66,0,casual,23
16/1/2022,1,1,1,5,1,1,0,1,0.12,0.1667,0.54,0.0896,casual,1
28/2/2021,1,0,2,13,0,1,1,3,0.46,0.4545,0.94,0.2239,casual,1
17/9/2022,3,1,9,11,0,1,1,2,0.62,0.6061,0.69,0.2239,registered,191
3/4/2021,2,0,4,21,0,0,0,2,0.42,0.4242,0.44,0.2239,registered,37
15/10/2022,4,1,10,13,0,1,1,2,0.56,0.5303,0.88,0.2239,registered,109
26/2/2022,1,1,2,15,0,0,0,1,0.36,0.3485,0.29,0,registered,281
6/9/2022,3,1,9,10,0,4,1,3,0.66,0.5909,0.94,0.1343,casual,9
16/9/2021,3,0,9,16,0,5,1,2,0.52,0.5,0.48,0.1642,registered,291
7/11/2021,4,0,11,5,0,1,1,1,0.3,0.3333,0.93,0,registered,25
17/7/2021,3,0,7,16,0,0,0,1,0.8,0.7273,0.46,0.2985,casual,129
14/10/2022,4,1,10,14,0,0,0,1,0.66,0.6212,0.39,0.4179,casual,249
20/8/2021,3,0,8,3,0,6,0,1,0.62,0.5909,0.78,0,casual,9
28/9/2021,4,0,9,1,0,3,1,1,0.6,0.5455,0.88,0,casual,1
19/5/2021,2,0,5,20,0,4,1,1,0.54,0.5152,0.77,0.2836,registered,236
28/3/2021,2,0,3,11,0,1,1,2,0.26,0.2424,0.3,0.2836,registered,39
14/2/2021,1,0,2,0,0,1,1,1,0.38,0.3939,0.37,0.3582,registered,8
6/8/2022,3,1,8,7,0,1,1,3,0.72,0.6818,0.7,0.194,casual,14
15/4/2022,2,1,4,1,0,0,0,2,0.54,0.5152,0.56,0.1642,registered,89
28/2/2021,1,0,2,14,0,1,1,3,0.42,0.4242,1,0.2985,casual,1
30/12/2021,1,0,12,14,0,5,1,2,0.4,0.4091,0.47,0.0896,casual,67
23/3/2022,2,1,3,0,0,5,1,1,0.56,0.5303,0.83,0,casual,30
18/11/2022,4,1,11,9,0,0,0,1,0.32,0.303,0.7,0.2537,registered,155
7/11/2021,4,0,11,6,0,1,1,2,0.28,0.3182,0.93,0,casual,2
14/7/2022,3,1,7,9,0,6,0,1,0.66,0.6212,0.74,0.194,casual,82
1/7/2021,3,0,7,16,0,5,1,1,0.82,0.697,0.17,0,registered,342
5/7/2021,3,0,7,2,0,2,1,1,0.66,0.6212,0.74,0.0896,registered,5
15/6/2022,2,1,6,3,0,5,1,1,0.56,0.5303,0.83,0.1642,registered,3
2/3/2022,1,1,3,17,0,5,1,3,0.36,0.3485,0.81,0.2239,casual,5
12/10/2021,4,0,10,8,0,3,1,2,0.54,0.5152,0.88,0.3881,registered,377
7/4/2021,2,0,4,6,0,4,1,1,0.32,0.303,0.81,0.2537,casual,5
4/7/2022,3,1,7,9,1,3,0,1,0.76,0.697,0.52,0,casual,90
19/9/2021,3,0,9,0,0,1,1,2,0.52,0.5,0.72,0.1642,casual,14
2/1/2022,1,1,1,1,1,1,0,1,0.36,0.3333,0.43,0.4179,casual,1
23/11/2022,4,1,11,4,0,5,1,1,0.24,0.2576,0.75,0.1045,registered,3
25/12/2021,1,0,12,13,0,0,0,1,0.32,0.303,0.7,0.2537,casual,40
31/5/2022,2,1,5,2,0,4,1,1,0.64,0.6061,0.65,0.0896,registered,8
24/3/2021,2,0,3,18,0,4,1,2,0.3,0.2727,0.61,0.2985,casual,17
15/3/2021,1,0,3,13,0,2,1,2,0.36,0.3333,0.57,0.2836,casual,23
21/9/2022,3,1,9,20,0,5,1,1,0.62,0.6061,0.69,0.194,casual,54
7/10/2021,4,0,10,0,0,5,1,1,0.44,0.4394,0.88,0,casual,19
11/8/2021,3,0,8,21,0,4,1,1,0.7,0.6515,0.48,0.0896,registered,171
18/2/2022,1,1,2,0,0,6,0,1,0.34,0.3333,0.42,0.1642,casual,5
31/7/2022,3,1,7,14,0,2,1,1,0.8,0.7576,0.55,0.2836,registered,188
15/1/2021,1,0,1,13,0,6,0,1,0.28,0.2576,0.38,0.2985,casual,21
26/11/2021,4,0,11,10,0,6,0,1,0.36,0.3788,0.81,0,casual,57
8/11/2022,4,1,11,18,0,4,1,1,0.4,0.4091,0.24,0.4179,casual,16
18/10/2021,4,0,10,22,0,2,1,2,0.52,0.5,0.77,0.1642,casual,22
26/7/2021,3,0,7,3,0,2,1,1,0.68,0.6364,0.89,0.1343,casual,2
25/11/2021,4,0,11,12,0,5,1,1,0.46,0.4545,0.51,0.1045,registered,146
1/10/2022,4,1,10,3,0,1,1,1,0.44,0.4394,0.77,0,casual,1
27/6/2021,3,0,6,3,0,1,1,3,0.62,0.5909,0.78,0.1343,registered,2
26/7/2022,3,1,7,7,0,4,1,1,0.7,0.6667,0.74,0.2537,registered,478
17/11/2022,4,1,11,11,0,6,0,1,0.38,0.3939,0.43,0.194,casual,80
1/12/2021,4,0,12,20,0,4,1,1,0.34,0.3485,0.46,0.1045,casual,12
7/11/2021,4,0,11,23,0,1,1,1,0.36,0.3636,0.87,0.0896,casual,1
8/2/2022,1,1,2,22,0,3,1,2,0.24,0.2424,0.87,0.1343,casual,3
2/4/2022,2,1,4,11,0,1,1,1,0.42,0.4242,0.47,0.4478,casual,81
28/12/2022,1,1,12,0,0,5,1,2,0.24,0.2424,0.6,0.1642,registered,22
12/10/2022,4,1,10,3,0,5,1,1,0.36,0.3636,0.76,0.0896,casual,0
17/9/2021,3,0,9,2,0,6,0,1,0.46,0.4545,0.82,0.0896,casual,18
29/9/2021,4,0,9,7,0,4,1,1,0.6,0.5455,0.88,0.1343,casual,14
27/12/2022,1,1,12,3,0,4,1,2,0.24,0.2273,0.87,0.2239,casual,0
4/6/2022,2,1,6,22,0,1,1,1,0.56,0.5303,0.52,0.2836,casual,41
5/8/2022,3,1,8,14,0,0,0,1,0.9,0.8485,0.42,0.4627,casual,161
